	source	source_freq	source_type	target_type	fscolor	spect_cluster	commun_cluster	spect_color	comm_color
8844	Streptococcus urinalis	1	Tongue_dorsum	Tongue_dorsum	#ff0000	31.0	9.0	#ffa759	#1898f2
8852	Streptomyces sp. MUSC119T	3	Anterior_nares	Throat	#8000ff	36.0	23.0	#ff5029	#8bfeae
8900	Subdoligranulum sp. 4_3_54A2FAA	22	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
8902	Subdoligranulum variabile	1	Stool	Stool	#b2f396	18.0	1.0	#64fbc3	#7610ff
8930	Tannerella forsythia	1	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	16.0	#ff160b	#38e7d7
8932	Tepidiphilus thermophilus	1	Anterior_nares	Anterior_nares	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
8982	Terrisporobacter othiniensis	1	Stool	Stool	#b2f396	18.0	7.0	#64fbc3	#3079f7
9008	Thauera sp. 28	1	Supragingival_plaque	Supragingival_plaque	#ff964f	9.0	20.0	#0ea5ef	#66fcc2
9011	Capnocytophaga sp. oral taxon 863	6	Supragingival_plaque	Supragingival_plaque	#ff964f	9.0	20.0	#0ea5ef	#66fcc2
9013	Prevotella loescheii	15	Supragingival_plaque	Supragingival_plaque	#ff964f	9.0	20.0	#0ea5ef	#66fcc2
9018	Thermus aquaticus	2	Buccal_mucosa	Buccal_mucosa	#1996f3	8.0	39.0	#1996f3	#ff592d
9026	Tissierellia bacterium GD9	1	Stool	Stool	#b2f396	10.0	1.0	#01b3ec	#7610ff
9080	Tissierellia bacterium S5-A11	1	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
9168	Tissierellia bacterium S7-1-4	1	Posterior_fornix	Throat	#4df3ce	0.0	24.0	#8000ff	#96fca7
9258	Treponema lecithinolyticum	1	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	16.0	#ff160b	#38e7d7
9262	Treponema medium	3	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	16.0	#ff160b	#38e7d7
9266	Treponema pedis	1	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	16.0	#ff160b	#38e7d7
9278	Treponema phagedenis	10	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	16.0	#ff160b	#38e7d7
9300	Treponema putidum	1	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	16.0	#ff160b	#38e7d7
9314	Treponema saccharophilum	19	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	16.0	#ff160b	#38e7d7
9340	Treponema sp. OMZ 838	20	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	16.0	#ff160b	#38e7d7
9350	Treponema succinifaciens	2	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	16.0	#ff160b	#38e7d7
9372	Treponema vincentii	16	Subgingival_plaque	Subgingival_plaque	#e4cf74	39.0	16.0	#ff160b	#38e7d7
9386	Trueperella pyogenes	15	Saliva	Tongue_dorsum	#7effb5	21.0	18.0	#8bfeae	#50f4cc
9400	Turicibacter sanguinis	12	Stool	Stool	#b2f396	18.0	7.0	#64fbc3	#3079f7
9428	Turicibacter sp. HGF1	10	Stool	Stool	#b2f396	18.0	7.0	#64fbc3	#3079f7
9458	Tyzzerella nexilis	13	Stool	Stool	#b2f396	37.0	3.0	#ff3e1f	#5e35fe
9486	Ureaplasma parvum	10	Mid_vagina	Posterior_fornix	#18cde4	36.0	36.0	#ff5029	#ff8c49
9487	Lactobacillus amylovorus	14	Posterior_fornix	Mid_vagina	#4df3ce	36.0	36.0	#ff5029	#ff8c49
9488	Veillonella atypica	1	Saliva	Saliva	#7effb5	21.0	18.0	#8bfeae	#50f4cc
9496	Veillonella magna	15	Attached	Attached	#4e4dfc	3.0	15.0	#5a3bfd	#2ddedc
9524	Veillonella sp. ACP1	3	Saliva	Tongue_dorsum	#7effb5	21.0	18.0	#8bfeae	#50f4cc
9558	Veillonella sp. AS16	1	Tongue_dorsum	Tongue_dorsum	#ff0000	21.0	18.0	#8bfeae	#50f4cc
9561	Streptococcus sp. CCH8-H5	6	Tongue_dorsum	Tongue_dorsum	#ff0000	21.0	18.0	#8bfeae	#50f4cc
9562	Veillonella sp. HPA0037	1	Saliva	Tongue_dorsum	#7effb5	21.0	18.0	#8bfeae	#50f4cc
9590	Veillonella sp. ICM51a	2	Saliva	Saliva	#7effb5	21.0	18.0	#8bfeae	#50f4cc
9612	Veillonella tobetsuensis	23	Tongue_dorsum	Tongue_dorsum	#ff0000	28.0	37.0	#e4cf74	#ff7b40
9616	Vibrio cholerae	27	Buccal_mucosa	Buccal_mucosa	#1996f3	16.0	38.0	#4df3ce	#ff6b37
9626	Vibrio vulnificus	36	Anterior_nares	Anterior_nares	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
9678	Xanthomonas campestris	8	Anterior_nares	Attached	#8000ff	11.0	6.0	#0dc2e8	#3c68f9
9722	Xenorhabdus bovienii	29	Saliva	Saliva	#7effb5	5.0	18.0	#425ffa	#50f4cc
9780	Xylanimonas cellulosilytica	28	Tongue_dorsum	Tongue_dorsum	#ff0000	21.0	18.0	#8bfeae	#50f4cc
