	source	Unnamed: 0	source.1	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	num_samps	spect_cluster	commun_cluster	spect_color	comm_color	tst_samp_bins_ivp	tst_samp_bins_bdvp	tst_samp_bins_forced	tst_samp_bins_ivp_col	tst_samp_bins_bdvp_col	tst_samp_bins_forced_col
1001	Micrococcus	1001	Micrococcus	Shuttleworthia	1.0	2	3	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	61	2.0	3.0	#386df9	#18cde4	151.0	8.0	18.0	#779af7	#c73635	#7295f4
1002	Shuttleworthia	1002	Shuttleworthia	Mycoplasma	2.0	24	2	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	61	2.0	3.0	#386df9	#18cde4	162.0	9.0	22.0	#6384eb	#3b4cc0	#3b4cc0
1003	Mycoplasma	1003	Mycoplasma	Shuttleworthia	2.0	12	3	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	61	7.0	7.0	#7effb5	#e4cf74	91.0	9.0	22.0	#dfdbd9	#3b4cc0	#3b4cc0
1004	Shuttleworthia	1004	Shuttleworthia	Risungbinella	1.0	24	59	Subgingival_plaque	Anterior_nares	Intertype	#e4cf74	#8000ff	#cccccc	61	2.0	3.0	#386df9	#18cde4	162.0	9.0	22.0	#6384eb	#3b4cc0	#3b4cc0
1005	Risungbinella	1005	Risungbinella	Shuttleworthia	1.0	1	3	Anterior_nares	Subgingival_plaque	Intertype	#8000ff	#e4cf74	#cccccc	61	12.0	3.0	#ff703a	#18cde4	80.0	9.0	22.0	#edd2c3	#3b4cc0	#3b4cc0
1006	Simonsiella	1006	Simonsiella	Alloprevotella	3.0	39	1	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	61	13.0	7.0	#ff3b1e	#e4cf74	59.0	9.0	22.0	#f7b497	#3b4cc0	#3b4cc0
1007	Alloprevotella	1007	Alloprevotella	Simonsiella	3.0	32	8	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	61	13.0	7.0	#ff3b1e	#e4cf74	69.0	9.0	22.0	#f5c4ac	#3b4cc0	#3b4cc0
1008	Simonsiella	1008	Simonsiella	Alysiella	2.0	39	32	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	61	13.0	7.0	#ff3b1e	#e4cf74	59.0	9.0	22.0	#f7b497	#3b4cc0	#3b4cc0
1009	Alysiella	1009	Alysiella	Simonsiella	2.0	2	8	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	61	2.0	7.0	#386df9	#e4cf74	67.0	9.0	22.0	#f5c1a9	#3b4cc0	#3b4cc0
1010	Simonsiella	1010	Simonsiella	Chryseobacterium	2.0	39	16	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	61	13.0	7.0	#ff3b1e	#e4cf74	59.0	9.0	22.0	#f7b497	#3b4cc0	#3b4cc0
1011	Chryseobacterium	1011	Chryseobacterium	Simonsiella	2.0	13	8	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	61	13.0	7.0	#ff3b1e	#e4cf74	103.0	9.0	22.0	#cdd9ec	#3b4cc0	#3b4cc0
1012	Simonsiella	1012	Simonsiella	Mobiluncus	1.0	39	2	Attached	Posterior_fornix	Intertype	#4e4dfc	#4df3ce	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74	59.0	9.0	22.0	#f7b497	#3b4cc0	#3b4cc0
1013	Mobiluncus	1013	Mobiluncus	Simonsiella	1.0	2	8	Posterior_fornix	Attached	Intertype	#4df3ce	#4e4dfc	#cccccc	61	2.0	10.0	#386df9	#ff0000	97.0	9.0	22.0	#d7dce3	#3b4cc0	#3b4cc0
1014	Simonsiella	1014	Simonsiella	Runella	1.0	39	1	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	61	13.0	7.0	#ff3b1e	#e4cf74	59.0	9.0	22.0	#f7b497	#3b4cc0	#3b4cc0
1015	Runella	1015	Runella	Simonsiella	1.0	1	8	Attached	Attached	Attached	#4e4dfc	#4e4dfc	#4e4dfc	61	2.0	7.0	#386df9	#e4cf74	111.0	9.0	22.0	#c1d4f4	#3b4cc0	#3b4cc0
1016	Sneathia	1016	Sneathia	Gardnerella	1.0	19	11	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	61	11.0	10.0	#ffa055	#ff0000	161.0	9.0	22.0	#6687ed	#3b4cc0	#3b4cc0
1017	Gardnerella	1017	Gardnerella	Sneathia	1.0	13	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	61	11.0	10.0	#ffa055	#ff0000	64.0	-1.0	-1.0	#f6bda2	#b40426	#b40426
1018	Solobacterium	1018	Solobacterium	Isoptericola	3.0	28	1	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	61	2.0	0.0	#386df9	#8000ff	148.0	9.0	22.0	#7da0f9	#3b4cc0	#3b4cc0
1019	Isoptericola	1019	Isoptericola	Solobacterium	3.0	11	24	Tongue_dorsum	Tongue_dorsum	Tongue_dorsum	#ff0000	#ff0000	#ff0000	61	2.0	0.0	#386df9	#8000ff	150.0	9.0	22.0	#7a9df8	#3b4cc0	#3b4cc0
1020	Solobacterium	1020	Solobacterium	Olsenella	2.0	28	1	Tongue_dorsum	Subgingival_plaque	Intertype	#ff0000	#e4cf74	#cccccc	61	2.0	0.0	#386df9	#8000ff	148.0	9.0	22.0	#7da0f9	#3b4cc0	#3b4cc0
1021	Olsenella	1021	Olsenella	Solobacterium	2.0	8	24	Subgingival_plaque	Tongue_dorsum	Intertype	#e4cf74	#ff0000	#cccccc	61	2.0	0.0	#386df9	#8000ff	48.0	9.0	22.0	#f59f80	#3b4cc0	#3b4cc0
1022	Solobacterium	1022	Solobacterium	Sanguibacter	3.0	28	1	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	61	2.0	0.0	#386df9	#8000ff	148.0	9.0	22.0	#7da0f9	#3b4cc0	#3b4cc0
1023	Sanguibacter	1023	Sanguibacter	Solobacterium	3.0	17	24	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	61	7.0	0.0	#7effb5	#8000ff	125.0	9.0	22.0	#a9c6fd	#3b4cc0	#3b4cc0
1024	Sphingobacterium	1024	Sphingobacterium	Acetivibrio	2.0	1	13	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	61	0.0	1.0	#8000ff	#4e4dfc	82.0	9.0	22.0	#ead4c8	#3b4cc0	#3b4cc0
1025	Acetivibrio	1025	Acetivibrio	Sphingobacterium	2.0	13	3	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	61	0.0	1.0	#8000ff	#4e4dfc	163.0	9.0	22.0	#6282ea	#3b4cc0	#3b4cc0
1026	Sphingobacterium	1026	Sphingobacterium	Blautia	2.0	1	10	Anterior_nares	Stool	Intertype	#8000ff	#b2f396	#cccccc	61	0.0	1.0	#8000ff	#4e4dfc	82.0	9.0	22.0	#ead4c8	#3b4cc0	#3b4cc0
1027	Blautia	1027	Blautia	Sphingobacterium	2.0	19	3	Stool	Anterior_nares	Intertype	#b2f396	#8000ff	#cccccc	61	0.0	1.0	#8000ff	#4e4dfc	164.0	9.0	22.0	#6180e9	#3b4cc0	#3b4cc0
1028	Sphingobacterium	1028	Sphingobacterium	Finegoldia	1.0	1	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	1.0	#8000ff	#4e4dfc	82.0	9.0	22.0	#ead4c8	#3b4cc0	#3b4cc0
1029	Finegoldia	1029	Finegoldia	Sphingobacterium	1.0	14	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	6.0	9.0	#5af8c8	#ff5029	16.0	-1.0	-1.0	#d55042	#b40426	#b40426
1030	Sphingobacterium	1030	Sphingobacterium	Klebsiella	1.0	1	15	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	1.0	#8000ff	#4e4dfc	82.0	9.0	22.0	#ead4c8	#3b4cc0	#3b4cc0
1031	Klebsiella	1031	Klebsiella	Sphingobacterium	1.0	1	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	9.0	#386df9	#ff5029	54.0	9.0	22.0	#f7aa8c	#3b4cc0	#3b4cc0
1032	Sphingobacterium	1032	Sphingobacterium	Peptoniphilus	1.0	1	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	0.0	1.0	#8000ff	#4e4dfc	82.0	9.0	22.0	#ead4c8	#3b4cc0	#3b4cc0
1033	Peptoniphilus	1033	Peptoniphilus	Sphingobacterium	1.0	30	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	9.0	#386df9	#ff5029	83.0	-1.0	-1.0	#ead5c9	#b40426	#b40426
1034	Sphingopyxis	1034	Sphingopyxis	Bosea	1.0	17	19	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	61	2.0	4.0	#386df9	#4df3ce	62.0	-1.0	-1.0	#f7b99e	#b40426	#b40426
1035	Bosea	1035	Bosea	Sphingopyxis	1.0	1	5	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	61	2.0	4.0	#386df9	#4df3ce	107.0	1.0	2.0	#c7d7f0	#b8122a	#e0654f
1036	Sphingopyxis	1036	Sphingopyxis	Fenollaria	1.0	17	41	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	61	2.0	4.0	#386df9	#4df3ce	62.0	-1.0	-1.0	#f7b99e	#b40426	#b40426
1037	Fenollaria	1037	Fenollaria	Sphingopyxis	1.0	1	5	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	61	2.0	4.0	#386df9	#4df3ce	7.0	-1.0	-1.0	#c43032	#b40426	#b40426
1038	Sphingopyxis	1038	Sphingopyxis	Mycobacterium	2.0	17	1	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	61	2.0	4.0	#386df9	#4df3ce	62.0	-1.0	-1.0	#f7b99e	#b40426	#b40426
1039	Mycobacterium	1039	Mycobacterium	Sphingopyxis	2.0	10	5	Mid_vagina	Mid_vagina	Mid_vagina	#18cde4	#18cde4	#18cde4	61	4.0	4.0	#10c6e6	#4df3ce	127.0	-1.0	-1.0	#a5c3fe	#b40426	#b40426
1040	Sphingopyxis	1040	Sphingopyxis	Rhodopseudomonas	1.0	17	1	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	61	2.0	4.0	#386df9	#4df3ce	62.0	-1.0	-1.0	#f7b99e	#b40426	#b40426
1041	Rhodopseudomonas	1041	Rhodopseudomonas	Sphingopyxis	1.0	1	5	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	61	2.0	4.0	#386df9	#4df3ce	112.0	-1.0	-1.0	#bfd3f6	#b40426	#b40426
1042	Staphylococcus	1042	Staphylococcus	Lawsonella	2.0	2	1	Attached	Anterior_nares	Intertype	#4e4dfc	#8000ff	#cccccc	61	12.0	3.0	#ff703a	#18cde4	8.0	9.0	22.0	#c73635	#3b4cc0	#3b4cc0
1043	Lawsonella	1043	Lawsonella	Staphylococcus	2.0	8	30	Anterior_nares	Attached	Intertype	#8000ff	#4e4dfc	#cccccc	61	12.0	3.0	#ff703a	#18cde4	15.0	8.0	20.0	#d24b40	#c73635	#5572df
1044	Stenotrophomonas	1044	Stenotrophomonas	Aliterella	1.0	4	29	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	70.0	8.0	4.0	#f4c6af	#c73635	#f18d6f
1045	Aliterella	1045	Aliterella	Stenotrophomonas	1.0	1	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#386df9	#4df3ce	48.0	9.0	22.0	#f59f80	#3b4cc0	#3b4cc0
1046	Stenotrophomonas	1046	Stenotrophomonas	Arthrobacter	1.0	4	2	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	70.0	8.0	4.0	#f4c6af	#c73635	#f18d6f
1047	Arthrobacter	1047	Arthrobacter	Stenotrophomonas	1.0	1	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#386df9	#4df3ce	101.0	9.0	22.0	#d1dae9	#3b4cc0	#3b4cc0
1048	Stenotrophomonas	1048	Stenotrophomonas	Azohydromonas	1.0	4	3	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	70.0	8.0	4.0	#f4c6af	#c73635	#f18d6f
1049	Azohydromonas	1049	Azohydromonas	Stenotrophomonas	1.0	1	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#386df9	#4df3ce	160.0	9.0	22.0	#6788ee	#3b4cc0	#3b4cc0
1050	Stenotrophomonas	1050	Stenotrophomonas	Bacillus	2.0	4	1	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	70.0	8.0	4.0	#f4c6af	#c73635	#f18d6f
1051	Bacillus	1051	Bacillus	Stenotrophomonas	2.0	17	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	48.0	8.0	6.0	#f59f80	#c73635	#f7af91
1052	Stenotrophomonas	1052	Stenotrophomonas	Delftia	1.0	4	5	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	70.0	8.0	4.0	#f4c6af	#c73635	#f18d6f
1053	Delftia	1053	Delftia	Stenotrophomonas	1.0	1	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	2.0	9.0	22.0	#bb1b2c	#3b4cc0	#3b4cc0
1054	Stenotrophomonas	1054	Stenotrophomonas	Microvirga	1.0	4	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	70.0	8.0	4.0	#f4c6af	#c73635	#f18d6f
1055	Microvirga	1055	Microvirga	Stenotrophomonas	1.0	1	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	109.0	9.0	22.0	#c4d5f3	#3b4cc0	#3b4cc0
1056	Stenotrophomonas	1056	Stenotrophomonas	Modestobacter	1.0	4	10	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	70.0	8.0	4.0	#f4c6af	#c73635	#f18d6f
1057	Modestobacter	1057	Modestobacter	Stenotrophomonas	1.0	1	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	60.0	9.0	22.0	#f7b599	#3b4cc0	#3b4cc0
1058	Stenotrophomonas	1058	Stenotrophomonas	Photobacterium	1.0	4	7	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	70.0	8.0	4.0	#f4c6af	#c73635	#f18d6f
1059	Photobacterium	1059	Photobacterium	Stenotrophomonas	1.0	1	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	36.0	9.0	22.0	#ee8468	#3b4cc0	#3b4cc0
1060	Stenotrophomonas	1060	Stenotrophomonas	Rheinheimera	1.0	4	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	70.0	8.0	4.0	#f4c6af	#c73635	#f18d6f
1061	Rheinheimera	1061	Rheinheimera	Stenotrophomonas	1.0	1	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	30.0	9.0	22.0	#e8765c	#3b4cc0	#3b4cc0
1062	Stenotrophomonas	1062	Stenotrophomonas	Sphingomonas	3.0	4	8	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	4.0	4.0	#10c6e6	#4df3ce	70.0	8.0	4.0	#f4c6af	#c73635	#f18d6f
1063	Sphingomonas	1063	Sphingomonas	Stenotrophomonas	3.0	6	6	Anterior_nares	Anterior_nares	Anterior_nares	#8000ff	#8000ff	#8000ff	61	2.0	4.0	#386df9	#4df3ce	33.0	8.0	3.0	#eb7d62	#c73635	#e97a5f
1064	Stomatobaculum	1064	Stomatobaculum	Alloprevotella	3.0	28	1	Saliva	Attached	Intertype	#7effb5	#4e4dfc	#cccccc	61	7.0	0.0	#7effb5	#8000ff	129.0	9.0	22.0	#a1c0ff	#3b4cc0	#3b4cc0
1065	Alloprevotella	1065	Alloprevotella	Stomatobaculum	3.0	32	22	Attached	Saliva	Intertype	#4e4dfc	#7effb5	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74	69.0	9.0	22.0	#f5c4ac	#3b4cc0	#3b4cc0
1066	Stomatobaculum	1066	Stomatobaculum	Atopobium	3.0	28	1	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	61	7.0	0.0	#7effb5	#8000ff	129.0	9.0	22.0	#a1c0ff	#3b4cc0	#3b4cc0
1067	Atopobium	1067	Atopobium	Stomatobaculum	3.0	24	22	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	61	2.0	0.0	#386df9	#8000ff	29.0	9.0	22.0	#e67259	#3b4cc0	#3b4cc0
1068	Stomatobaculum	1068	Stomatobaculum	Haemophilus	3.0	28	5	Saliva	Buccal_mucosa	Intertype	#7effb5	#1996f3	#cccccc	61	7.0	0.0	#7effb5	#8000ff	129.0	9.0	22.0	#a1c0ff	#3b4cc0	#3b4cc0
1069	Haemophilus	1069	Haemophilus	Stomatobaculum	3.0	41	22	Buccal_mucosa	Saliva	Intertype	#1996f3	#7effb5	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74	163.0	9.0	22.0	#6282ea	#3b4cc0	#3b4cc0
1070	Stomatobaculum	1070	Stomatobaculum	Isoptericola	3.0	28	1	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	61	7.0	0.0	#7effb5	#8000ff	129.0	9.0	22.0	#a1c0ff	#3b4cc0	#3b4cc0
1071	Isoptericola	1071	Isoptericola	Stomatobaculum	3.0	11	22	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	61	2.0	0.0	#386df9	#8000ff	150.0	9.0	22.0	#7a9df8	#3b4cc0	#3b4cc0
1072	Stomatobaculum	1072	Stomatobaculum	Kytococcus	4.0	28	11	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	61	7.0	0.0	#7effb5	#8000ff	129.0	9.0	22.0	#a1c0ff	#3b4cc0	#3b4cc0
1073	Kytococcus	1073	Kytococcus	Stomatobaculum	4.0	12	22	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	61	7.0	0.0	#7effb5	#8000ff	123.0	9.0	22.0	#abc8fd	#3b4cc0	#3b4cc0
1074	Stomatobaculum	1074	Stomatobaculum	Lachnoanaerobaculum	4.0	28	1	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	61	7.0	0.0	#7effb5	#8000ff	129.0	9.0	22.0	#a1c0ff	#3b4cc0	#3b4cc0
1075	Lachnoanaerobaculum	1075	Lachnoanaerobaculum	Stomatobaculum	4.0	31	22	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	61	7.0	0.0	#7effb5	#8000ff	77.0	9.0	22.0	#efcebd	#3b4cc0	#3b4cc0
1076	Stomatobaculum	1076	Stomatobaculum	Leptotrichia	5.0	28	12	Saliva	Supragingival_plaque	Intertype	#7effb5	#ff964f	#cccccc	61	7.0	0.0	#7effb5	#8000ff	129.0	9.0	22.0	#a1c0ff	#3b4cc0	#3b4cc0
1077	Leptotrichia	1077	Leptotrichia	Stomatobaculum	5.0	30	22	Supragingival_plaque	Saliva	Intertype	#ff964f	#7effb5	#cccccc	61	7.0	0.0	#7effb5	#8000ff	141.0	9.0	22.0	#8badfd	#3b4cc0	#3b4cc0
1078	Stomatobaculum	1078	Stomatobaculum	Megasphaera	3.0	28	1	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	61	7.0	0.0	#7effb5	#8000ff	129.0	9.0	22.0	#a1c0ff	#3b4cc0	#3b4cc0
1079	Megasphaera	1079	Megasphaera	Stomatobaculum	3.0	21	22	Saliva	Saliva	Saliva	#7effb5	#7effb5	#7effb5	61	2.0	0.0	#386df9	#8000ff	147.0	9.0	22.0	#80a3fa	#3b4cc0	#3b4cc0
1080	Stomatobaculum	1080	Stomatobaculum	Mycoplasma	4.0	28	2	Saliva	Subgingival_plaque	Intertype	#7effb5	#e4cf74	#cccccc	61	7.0	0.0	#7effb5	#8000ff	129.0	9.0	22.0	#a1c0ff	#3b4cc0	#3b4cc0
1081	Mycoplasma	1081	Mycoplasma	Stomatobaculum	4.0	12	22	Subgingival_plaque	Saliva	Intertype	#e4cf74	#7effb5	#cccccc	61	7.0	7.0	#7effb5	#e4cf74	91.0	9.0	22.0	#dfdbd9	#3b4cc0	#3b4cc0
1082	Stomatobaculum	1082	Stomatobaculum	Prevotella	4.0	28	20	Saliva	Throat	Intertype	#7effb5	#ff5029	#cccccc	61	7.0	0.0	#7effb5	#8000ff	129.0	9.0	22.0	#a1c0ff	#3b4cc0	#3b4cc0
1083	Prevotella	1083	Prevotella	Stomatobaculum	4.0	59	22	Throat	Saliva	Intertype	#ff5029	#7effb5	#cccccc	61	7.0	0.0	#7effb5	#8000ff	152.0	-1.0	-1.0	#7699f6	#b40426	#b40426
1084	Stomatobaculum	1084	Stomatobaculum	Solobacterium	4.0	28	28	Saliva	Tongue_dorsum	Intertype	#7effb5	#ff0000	#cccccc	61	7.0	0.0	#7effb5	#8000ff	129.0	9.0	22.0	#a1c0ff	#3b4cc0	#3b4cc0
1085	Solobacterium	1085	Solobacterium	Stomatobaculum	4.0	24	22	Tongue_dorsum	Saliva	Intertype	#ff0000	#7effb5	#cccccc	61	2.0	0.0	#386df9	#8000ff	148.0	9.0	22.0	#7da0f9	#3b4cc0	#3b4cc0
1086	Streptobacillus	1086	Streptobacillus	Actinobacillus	2.0	2	23	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	88.0	9.0	22.0	#e3d9d3	#3b4cc0	#3b4cc0
1087	Actinobacillus	1087	Actinobacillus	Streptobacillus	2.0	10	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	0.0	#ff3b1e	#8000ff	25.0	9.0	22.0	#e26952	#3b4cc0	#3b4cc0
1088	Streptobacillus	1088	Streptobacillus	Avibacterium	2.0	2	1	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	88.0	9.0	22.0	#e3d9d3	#3b4cc0	#3b4cc0
1089	Avibacterium	1089	Avibacterium	Streptobacillus	2.0	3	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	48.0	9.0	22.0	#f59f80	#3b4cc0	#3b4cc0
1090	Streptobacillus	1090	Streptobacillus	Basfia	2.0	2	15	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	88.0	9.0	22.0	#e3d9d3	#3b4cc0	#3b4cc0
1091	Basfia	1091	Basfia	Streptobacillus	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	106.0	9.0	22.0	#c9d7f0	#3b4cc0	#3b4cc0
1092	Streptobacillus	1092	Streptobacillus	Bibersteinia	1.0	2	3	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	88.0	9.0	22.0	#e3d9d3	#3b4cc0	#3b4cc0
1093	Bibersteinia	1093	Bibersteinia	Streptobacillus	1.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	7.0	7.0	#7effb5	#e4cf74	167.0	9.0	22.0	#5b7ae5	#3b4cc0	#3b4cc0
1094	Streptobacillus	1094	Streptobacillus	Chryseobacterium	2.0	2	16	Buccal_mucosa	Attached	Intertype	#1996f3	#4e4dfc	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74	88.0	9.0	22.0	#e3d9d3	#3b4cc0	#3b4cc0
1095	Chryseobacterium	1095	Chryseobacterium	Streptobacillus	2.0	13	2	Attached	Buccal_mucosa	Intertype	#4e4dfc	#1996f3	#cccccc	61	13.0	7.0	#ff3b1e	#e4cf74	103.0	9.0	22.0	#cdd9ec	#3b4cc0	#3b4cc0
1096	Streptobacillus	1096	Streptobacillus	Dehalobacter	2.0	2	4	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	88.0	9.0	22.0	#e3d9d3	#3b4cc0	#3b4cc0
1097	Dehalobacter	1097	Dehalobacter	Streptobacillus	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	124.0	9.0	22.0	#aac7fd	#3b4cc0	#3b4cc0
1098	Streptobacillus	1098	Streptobacillus	Echinicola	2.0	2	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	88.0	9.0	22.0	#e3d9d3	#3b4cc0	#3b4cc0
1099	Echinicola	1099	Echinicola	Streptobacillus	2.0	2	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	63.0	9.0	22.0	#f7ba9f	#3b4cc0	#3b4cc0
1100	Streptobacillus	1100	Streptobacillus	Haemophilus	2.0	2	5	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	88.0	9.0	22.0	#e3d9d3	#3b4cc0	#3b4cc0
1101	Haemophilus	1101	Haemophilus	Streptobacillus	2.0	41	2	Buccal_mucosa	Buccal_mucosa	Buccal_mucosa	#1996f3	#1996f3	#1996f3	61	13.0	7.0	#ff3b1e	#e4cf74	163.0	9.0	22.0	#6282ea	#3b4cc0	#3b4cc0
