	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	source	Unnamed: 0.1.1.1.1.1.1	target	weight	source_freq	target_freq	first_sample	second_sample	edge_sample	fscolor	sscolor	edcolor	spect_cluster	commun_cluster	spect_color	comm_color	sp_samp_ivp	sp_samp_bdvp	sp_samp_forced	sp_samp_ivp_col	sp_samp_bdvp_col	sp_samp_forced_col	sp_samp_sample	sp_samp_sample_col	sp_sampivp_eq	sp_samp_ivp_transient	sp_samp_bdvp_eq	sp_samp_forced_eq	sp_sampivp_eq_col	sp_samp_ivp_transient_col	sp_samp_bdvp_eq_col	sp_samp_forced_eq_col
8846	8846	8846	8846	8846	8846	8846	8846	8846	Tissierellia bacterium S7-1-4	8846	Pseudomonas sp. NBRC 111134	0.882995646703	18	12	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	2.0	25.0	#7effb5	#88ffaf	160.0	14.0	63.0	#f6bea4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.223646	0.0	-1443923658337.1135	#4055c8	#f7b599	#b40426	#b40426
8847	8847	8847	8847	8847	8847	8847	8847	8847	Pseudomonas sp. NBRC 111134	8847	Tissierellia bacterium S7-1-4	0.882995646703	2	3	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
8848	8848	8848	8848	8848	8848	8848	8848	8848	Tissierellia bacterium S7-1-4	8848	Pseudomonas sp. Root9	0.942738564238	18	8	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	2.0	25.0	#7effb5	#88ffaf	160.0	14.0	63.0	#f6bea4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.223646	0.0	-1443923658337.1135	#4055c8	#f7b599	#b40426	#b40426
8849	8849	8849	8849	8849	8849	8849	8849	8849	Pseudomonas sp. Root9	8849	Tissierellia bacterium S7-1-4	0.942738564238	3	3	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	2.0	25.0	#7effb5	#88ffaf	189.0	14.0	63.0	#efcebd	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.074147	0.0	-1443923658337.1135	#4055c8	#8db0fe	#b40426	#b40426
8850	8850	8850	8850	8850	8850	8850	8850	8850	Tissierellia bacterium S7-1-4	8850	Pseudomonas synxantha	0.938105111568	18	12	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	2.0	25.0	#7effb5	#88ffaf	160.0	14.0	63.0	#f6bea4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.223646	0.0	-1443923658337.1135	#4055c8	#f7b599	#b40426	#b40426
8851	8851	8851	8851	8851	8851	8851	8851	8851	Pseudomonas synxantha	8851	Tissierellia bacterium S7-1-4	0.938105111568	2	3	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
8852	8852	8852	8852	8852	8852	8852	8852	8852	Tissierellia bacterium S7-1-4	8852	Pseudomonas tolaasii	0.990447628023	18	15	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	160.0	14.0	63.0	#f6bea4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.223646	0.0	-1443923658337.1135	#4055c8	#f7b599	#b40426	#b40426
8853	8853	8853	8853	8853	8853	8853	8853	8853	Pseudomonas tolaasii	8853	Tissierellia bacterium S7-1-4	0.990447628023	1	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	183.0	14.0	63.0	#f2cbb7	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.071189	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
8854	8854	8854	8854	8854	8854	8854	8854	8854	Tissierellia bacterium S7-1-4	8854	Rhodopseudomonas sp. AAP120	0.990447628023	18	6	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	160.0	14.0	63.0	#f6bea4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.223646	0.0	-1443923658337.1135	#4055c8	#f7b599	#b40426	#b40426
8855	8855	8855	8855	8855	8855	8855	8855	8855	Rhodopseudomonas sp. AAP120	8855	Tissierellia bacterium S7-1-4	0.990447628023	1	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
8856	8856	8856	8856	8856	8856	8856	8856	8856	Tissierellia bacterium S7-1-4	8856	Sphingomonas sanxanigenens	0.990447628023	18	17	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	160.0	14.0	63.0	#f6bea4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.223646	0.0	-1443923658337.1135	#4055c8	#f7b599	#b40426	#b40426
8857	8857	8857	8857	8857	8857	8857	8857	8857	Sphingomonas sanxanigenens	8857	Tissierellia bacterium S7-1-4	0.990447628023	1	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	169.0	14.0	63.0	#f5c4ac	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.068205	0.0	-1443923658337.1135	#4055c8	#90b2fe	#b40426	#b40426
8858	8858	8858	8858	8858	8858	8858	8858	8858	Tissierellia bacterium S7-1-4	8858	Sphingomonas sp. MEA3-1	0.990447628023	18	15	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	160.0	14.0	63.0	#f6bea4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.223646	0.0	-1443923658337.1135	#4055c8	#f7b599	#b40426	#b40426
8859	8859	8859	8859	8859	8859	8859	8859	8859	Sphingomonas sp. MEA3-1	8859	Tissierellia bacterium S7-1-4	0.990447628023	1	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	179.0	14.0	63.0	#f2c9b4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.071176	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
8860	8860	8860	8860	8860	8860	8860	8860	8860	Tissierellia bacterium S7-1-4	8860	Sphingopyxis fribergensis	0.990447628023	18	15	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	160.0	14.0	63.0	#f6bea4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.223646	0.0	-1443923658337.1135	#4055c8	#f7b599	#b40426	#b40426
8861	8861	8861	8861	8861	8861	8861	8861	8861	Sphingopyxis fribergensis	8861	Tissierellia bacterium S7-1-4	0.990447628023	1	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	187.0	14.0	63.0	#f1cdba	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.071417	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
8862	8862	8862	8862	8862	8862	8862	8862	8862	Tissierellia bacterium S7-1-4	8862	Sphingopyxis macrogoltabida	0.938105111568	18	27	Posterior_fornix	Mid_vagina	Intertype	#4df3ce	#18cde4	#cccccc	2.0	25.0	#7effb5	#88ffaf	160.0	14.0	63.0	#f6bea4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.223646	0.0	-1443923658337.1135	#4055c8	#f7b599	#b40426	#b40426
8863	8863	8863	8863	8863	8863	8863	8863	8863	Sphingopyxis macrogoltabida	8863	Tissierellia bacterium S7-1-4	0.938105111568	2	3	Mid_vagina	Posterior_fornix	Intertype	#18cde4	#4df3ce	#cccccc	2.0	25.0	#7effb5	#88ffaf	176.0	14.0	63.0	#f3c7b1	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.071163	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
8864	8864	8864	8864	8864	8864	8864	8864	8864	Tissierellia bacterium S7-1-4	8864	Sphingopyxis sp. H115	0.990447628023	18	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	160.0	14.0	63.0	#f6bea4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.223646	0.0	-1443923658337.1135	#4055c8	#f7b599	#b40426	#b40426
8865	8865	8865	8865	8865	8865	8865	8865	8865	Sphingopyxis sp. H115	8865	Tissierellia bacterium S7-1-4	0.990447628023	1	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	173.0	14.0	63.0	#f4c6af	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.071158	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
8866	8866	8866	8866	8866	8866	8866	8866	8866	Tissierellia bacterium S7-1-4	8866	Sphingopyxis sp. LC363	0.990447628023	18	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	160.0	14.0	63.0	#f6bea4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.223646	0.0	-1443923658337.1135	#4055c8	#f7b599	#b40426	#b40426
8867	8867	8867	8867	8867	8867	8867	8867	8867	Sphingopyxis sp. LC363	8867	Tissierellia bacterium S7-1-4	0.990447628023	1	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
8868	8868	8868	8868	8868	8868	8868	8868	8868	Tissierellia bacterium S7-1-4	8868	Tissierellia bacterium S5-A11	0.990447628023	18	1	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	160.0	14.0	63.0	#f6bea4	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	0.223646	0.0	-1443923658337.1135	#4055c8	#f7b599	#b40426	#b40426
8869	8869	8869	8869	8869	8869	8869	8869	8869	Tissierellia bacterium S5-A11	8869	Tissierellia bacterium S7-1-4	0.990447628023	1	3	Posterior_fornix	Posterior_fornix	Posterior_fornix	#4df3ce	#4df3ce	#4df3ce	2.0	25.0	#7effb5	#88ffaf	172.0	14.0	63.0	#f4c5ad	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.002436	-0.07115700000000001	0.0	-1443923658337.1135	#4055c8	#8fb1fe	#b40426	#b40426
8870	8870	8870	8870	8870	8870	8870	8870	8870	Treponema lecithinolyticum	8870	Fusobacterium sp. CM1	0.8200554956489999	15	2	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	224.0	14.0	63.0	#dfdbd9	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	-0.003173	0.0	-1443923658337.1135	#3e51c5	#aec9fc	#b40426	#b40426
8871	8871	8871	8871	8871	8871	8871	8871	8871	Fusobacterium sp. CM1	8871	Treponema lecithinolyticum	0.8200554956489999	1	13	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	212.0	14.0	63.0	#e6d7cf	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.0027530000000000002	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8872	8872	8872	8872	8872	8872	8872	8872	8872	Treponema lecithinolyticum	8872	Peptostreptococcaceae bacterium CM5	0.906303530626	15	3	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	224.0	14.0	63.0	#dfdbd9	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	-0.003173	0.0	-1443923658337.1135	#3e51c5	#aec9fc	#b40426	#b40426
8873	8873	8873	8873	8873	8873	8873	8873	8873	Peptostreptococcaceae bacterium CM5	8873	Treponema lecithinolyticum	0.906303530626	2	13	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	35.0	#01b3ec	#f2c26b	222.0	14.0	63.0	#e0dbd8	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	-0.002915	0.0	-1443923658337.1135	#3e51c5	#afcafc	#b40426	#b40426
8874	8874	8874	8874	8874	8874	8874	8874	8874	Treponema medium	8874	Fusobacterium sp. CM1	0.964948572109	17	2	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	213.0	14.0	63.0	#e5d8d1	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.002751	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8875	8875	8875	8875	8875	8875	8875	8875	8875	Fusobacterium sp. CM1	8875	Treponema medium	0.964948572109	1	14	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	212.0	14.0	63.0	#e6d7cf	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.0027530000000000002	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8876	8876	8876	8876	8876	8876	8876	8876	8876	Treponema medium	8876	Selenomonas sp. FOBRC9	0.805847103663	17	20	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	213.0	14.0	63.0	#e5d8d1	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.002751	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8877	8877	8877	8877	8877	8877	8877	8877	8877	Selenomonas sp. FOBRC9	8877	Treponema medium	0.805847103663	6	14	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	211.0	14.0	63.0	#e6d7cf	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.00281	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8878	8878	8878	8878	8878	8878	8878	8878	8878	Treponema pedis	8878	Actinomyces meyeri	0.824420769147	16	6	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	208.0	14.0	63.0	#e8d6cc	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.003034	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8879	8879	8879	8879	8879	8879	8879	8879	8879	Actinomyces meyeri	8879	Treponema pedis	0.824420769147	16	3	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	226.0	14.0	63.0	#dedcdb	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	-0.0032159999999999997	0.0	-1443923658337.1135	#3e51c5	#aec9fc	#b40426	#b40426
8880	8880	8880	8880	8880	8880	8880	8880	8880	Treponema pedis	8880	Capnocytophaga sp. oral taxon 338	0.925157662151	16	1	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	208.0	14.0	63.0	#e8d6cc	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.003034	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8881	8881	8881	8881	8881	8881	8881	8881	8881	Capnocytophaga sp. oral taxon 338	8881	Treponema pedis	0.925157662151	25	3	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	205.0	13.0	3.0	#ead5c9	#c0282f	#cb3e38	0.0001	#4b64d5	0.0018170000000000003	0.007358	2.2204460492503127e-15	118689291636.22752	#3e51c5	#b3cdfb	#3b4cc0	#cf453c
8882	8882	8882	8882	8882	8882	8882	8882	8882	Treponema pedis	8882	Fusobacterium sp. CM1	0.984865952368	16	2	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	208.0	14.0	63.0	#e8d6cc	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.003034	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8883	8883	8883	8883	8883	8883	8883	8883	8883	Fusobacterium sp. CM1	8883	Treponema pedis	0.984865952368	1	3	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	212.0	14.0	63.0	#e6d7cf	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.0027530000000000002	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8884	8884	8884	8884	8884	8884	8884	8884	8884	Treponema pedis	8884	Porphyromonadaceae bacterium COT-184 OH4590	0.988411106845	16	5	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	208.0	14.0	63.0	#e8d6cc	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.003034	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8885	8885	8885	8885	8885	8885	8885	8885	8885	Porphyromonadaceae bacterium COT-184 OH4590	8885	Treponema pedis	0.988411106845	3	3	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	230.0	14.0	63.0	#dcdddd	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	-0.0033539999999999998	0.0	-1443923658337.1135	#3e51c5	#aec9fc	#b40426	#b40426
8886	8886	8886	8886	8886	8886	8886	8886	8886	Treponema pedis	8886	Selenomonas sp. FOBRC9	0.8205010739120001	16	20	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	208.0	14.0	63.0	#e8d6cc	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.003034	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8887	8887	8887	8887	8887	8887	8887	8887	8887	Selenomonas sp. FOBRC9	8887	Treponema pedis	0.8205010739120001	6	3	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	211.0	14.0	63.0	#e6d7cf	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.00281	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8888	8888	8888	8888	8888	8888	8888	8888	8888	Treponema pedis	8888	Treponema medium	0.988989099035	16	17	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	208.0	14.0	63.0	#e8d6cc	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.003034	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8889	8889	8889	8889	8889	8889	8889	8889	8889	Treponema medium	8889	Treponema pedis	0.988989099035	14	3	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	213.0	14.0	63.0	#e5d8d1	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.002751	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8890	8890	8890	8890	8890	8890	8890	8890	8890	Treponema phagedenis	8890	Actinomyces meyeri	0.830582366922	37	6	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	206.0	14.0	63.0	#e9d5cb	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.003124	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8891	8891	8891	8891	8891	8891	8891	8891	8891	Actinomyces meyeri	8891	Treponema phagedenis	0.830582366922	16	1	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	226.0	14.0	63.0	#dedcdb	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	-0.0032159999999999997	0.0	-1443923658337.1135	#3e51c5	#aec9fc	#b40426	#b40426
8892	8892	8892	8892	8892	8892	8892	8892	8892	Treponema phagedenis	8892	Capnocytophaga sp. oral taxon 338	0.936369149037	37	1	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	206.0	14.0	63.0	#e9d5cb	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.003124	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8893	8893	8893	8893	8893	8893	8893	8893	8893	Capnocytophaga sp. oral taxon 338	8893	Treponema phagedenis	0.936369149037	25	1	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	205.0	13.0	3.0	#ead5c9	#c0282f	#cb3e38	0.0001	#4b64d5	0.0018170000000000003	0.007358	2.2204460492503127e-15	118689291636.22752	#3e51c5	#b3cdfb	#3b4cc0	#cf453c
8894	8894	8894	8894	8894	8894	8894	8894	8894	Treponema phagedenis	8894	Eubacterium brachy	0.838472447024	37	3	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	206.0	14.0	63.0	#e9d5cb	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.003124	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8895	8895	8895	8895	8895	8895	8895	8895	8895	Eubacterium brachy	8895	Treponema phagedenis	0.838472447024	23	1	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	219.0	14.0	63.0	#e2dad5	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	-0.0019190000000000001	0.0	-1443923658337.1135	#3e51c5	#afcafc	#b40426	#b40426
8896	8896	8896	8896	8896	8896	8896	8896	8896	Treponema phagedenis	8896	Fusobacterium sp. CM1	1.0	37	2	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	206.0	14.0	63.0	#e9d5cb	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.003124	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8897	8897	8897	8897	8897	8897	8897	8897	8897	Fusobacterium sp. CM1	8897	Treponema phagedenis	1.0	1	1	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	212.0	14.0	63.0	#e6d7cf	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.0027530000000000002	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8898	8898	8898	8898	8898	8898	8898	8898	8898	Treponema phagedenis	8898	Porphyromonadaceae bacterium COT-184 OH4590	0.996603393887	37	5	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	206.0	14.0	63.0	#e9d5cb	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.003124	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8899	8899	8899	8899	8899	8899	8899	8899	8899	Porphyromonadaceae bacterium COT-184 OH4590	8899	Treponema phagedenis	0.996603393887	3	1	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	230.0	14.0	63.0	#dcdddd	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	-0.0033539999999999998	0.0	-1443923658337.1135	#3e51c5	#aec9fc	#b40426	#b40426
8900	8900	8900	8900	8900	8900	8900	8900	8900	Treponema phagedenis	8900	Selenomonas sp. FOBRC9	0.8038016213060001	37	20	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	206.0	14.0	63.0	#e9d5cb	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.003124	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
8901	8901	8901	8901	8901	8901	8901	8901	8901	Selenomonas sp. FOBRC9	8901	Treponema phagedenis	0.8038016213060001	6	1	Subgingival_plaque	Subgingival_plaque	Subgingival_plaque	#e4cf74	#e4cf74	#e4cf74	1.0	17.0	#01b3ec	#34e4d9	211.0	14.0	63.0	#e6d7cf	#3b4cc0	#3b4cc0	0.0	#3b4cc0	0.0018170000000000003	0.00281	0.0	-1443923658337.1135	#3e51c5	#b2ccfb	#b40426	#b40426
